Temperatur,Druck,Feuchtigkeit,Vibration,Leistung,Energie,Durchfluss,Luftstrom,Spannung,Stromstaerke,Helligkeit,Rauschpegel,PH_Wert,Drehzahl,Resonanz,Amplitude,Frequenz,Leitfaehigkeit,Schwingung,Verformung
73.91380379710955,0.8581519782757578,77.81008331889703,2.6806035339320626,914.8246049054885,9936.780588092559,38.57414912178517,39.8234138537284,232.67486047513586,31.191947948101006,11450.144847083626,30.050999635095987,6.396526069222351,4575.74835158465,0.24122318189780856,1.0303087870703806,562.0074883690668,1796.8054318667878,3.157738783639171,4.099495928345204
71.32562095183671,0.8851953284812735,51.21237693959969,1.7261939082609377,281.31420154101863,6528.699726620831,64.27297188090225,45.49054193132166,228.1079444774673,59.786274711739075,11484.174136748932,80.75157003096123,6.174348058890902,2618.124380846752,0.9271381286357465,1.6310492221746653,1111.54846676561,37.83003066124887,1.9974483079672711,1.2910349043993836
76.11555814644258,1.0497664668705144,30.414244414498874,2.6583885398487843,475.1819367848775,2610.9563179195707,60.46295787190297,29.648866301782903,220.43452575646322,27.94900447802684,11606.087172282232,90.57767036399034,6.6294597157905235,3089.657659724135,0.9574159192404336,2.148040164643423,1062.5054175365653,290.89541339532695,8.810284289779425,2.1002691428643883
80.35407395992902,0.9357376453307117,79.43097888749551,3.810434857206939,1458.1132216767994,4488.579639617628,59.48765657966091,7.012244331183659,225.41115601203475,2.8430870144482423,14814.059588395961,42.15285509434038,7.256527592715444,3724.5136794926684,0.7713732381292495,0.5710971992919041,1106.5256650307085,67.38518231318201,4.019649579213585,3.243085710127401
78.35976547214324,1.1245039064110645,70.84538892859382,2.8660387883833747,1403.203141959433,8989.28470918543,26.808856557145976,58.53672235435583,223.2150056313037,52.45167103213406,6811.782270097052,89.76245354023035,8.466521518834739,1447.7046847567324,0.5787186213882878,1.6174085405321341,1514.1815057111396,1445.0668425939407,6.101039086001373,4.952622989857691
75.49009285329282,1.3704579912683892,71.62597720490923,2.4044890073241936,967.2930019826132,732.4410912661555,65.9420304790444,23.145536445983264,225.5888625340192,43.554832525673525,12977.036993529067,20.377647750687867,5.328404242276514,2683.5325673704465,0.7521996685269013,1.906067878237735,828.6749674399347,759.9157861736185,5.184716017553063,0.7548251947878309
81.74912055938816,1.1546124925523955,42.48792324369794,2.016152923384018,999.3811894778793,7330.401339636855,55.21822984172088,23.805042297615678,232.35114164998365,96.51372642097975,7986.689679585982,32.05216062090074,6.988026438490762,3265.155961963772,0.7226722644016512,2.307142613791392,474.4658229705649,1102.1306119424648,7.021887806301486,4.688507148646918
74.04591029880422,1.0504158396036207,52.50957728686803,0.42145130355398797,1057.216092916852,4183.0738836919745,32.7502572944193,47.65762662851849,229.5704933125468,41.955646280200945,11953.697767432921,105.37370319271668,6.693666795403755,3731.754318486016,0.9323049624154965,0.5853257192975903,1154.0427718169583,197.92494593752735,4.704814412367748,2.1799858713658398
52.498379066681316,0.6338047677338389,21.05505984380592,1.556167565280727,314.86942700628686,638.3346634436165,47.39360162343521,55.41331527554854,224.8219502452368,18.6845734214679,10864.382183452894,47.579157628543555,8.23576950068003,3401.9069013467624,0.9818562788558268,1.5118828343536088,1016.5494911273263,763.0296631684945,0.0,4.928384754919152
76.75444415929823,0.9787793685295925,43.993361320899005,2.280515665191661,1204.6435767360808,1194.1607152640252,19.52950863335291,16.892067560123152,235.1102970360564,77.17214292799301,12991.427722693255,42.44631260355005,6.814804318190002,3366.8183662270403,0.20353805369875788,1.6287815926482012,1113.2738633944848,1526.1594877771195,7.079840298882317,0.9779396455814393
61.662884971420965,0.8836216172253509,63.89689078163716,0.0,1091.1082813018327,7961.024661668612,62.264235617103125,16.823539637750272,239.10309620887907,94.47669901437233,7353.067012859736,22.119367171727355,5.437699716221589,2656.751723155906,0.7481158187588937,3.3445939012099437,792.3864346478163,943.5255715215658,4.017494636121122,1.3767248195066935
58.195501979074926,1.0264141156665247,58.2794333883329,8.283214590484818,1745.8197722748198,8395.97022513433,8.088569004058726,7.423171045074266,224.58431806579273,1.2279268593380577,4943.448902457689,81.10061768495987,8.828223447830595,2988.1004739603586,0.8829895996190904,2.0785809266395847,852.0750529110692,1870.815874527822,3.3017778839851415,2.551303462030894
80.35262485853636,0.9927353268539981,24.405243413685362,1.615663447873105,1026.9354109857857,1539.8325125555446,90.16165721349913,58.272811195401204,230.58691492316035,92.50491443902877,11035.608394007519,27.046188366699067,6.621715350508156,2310.1189361901183,0.42695998213778896,1.1856742986642925,822.0457933071102,1460.7258553007257,6.848694087868498,1.184192118527384
87.81847545974512,1.2712834230083063,77.21036071188409,2.4087079287601934,172.2689202920344,3630.876294359864,57.537479829529175,28.95897214733125,226.74272540670398,92.09033693353487,4955.925209931257,76.30965448888769,8.009834085241241,3362.8824760060425,0.470688699297516,2.5192834173622987,1398.4889069734375,354.7939595678633,3.2434491037900317,2.0534245409633134
66.02328170592882,0.9565909164395595,69.65904789698234,1.3064428931019312,1189.9209748074552,3824.869094884625,57.11116101845019,52.883476140669266,228.01488329156763,70.20870443531597,13823.84300533391,114.71725822034975,8.5098649975064,4026.0160196945144,0.19338986309662987,2.2208398811956243,623.6438222071906,300.2375750005284,7.904998832519827,2.608681047418386
75.14547915300703,0.9081536058064696,65.32980050799554,2.3225787288033826,719.4816565932629,4014.03056076765,54.52024941396503,31.03009529994078,231.212571129484,77.88554330110524,8368.385471812975,76.50579575072231,6.004227266111044,3163.7702512784713,0.4239217590410558,3.062937436817654,552.9075136089502,1150.0899249935003,3.436101652217893,1.0319030778918044
